client_id,client_yr_tenure,client_mo_tenure,client_age,gender,num_accts,balance,calls_6m,logins_6m,age_group
1755,9,110,46,Male,2,179775.21999999997,0,3,40-64
8483908,8,105,32,Female,2,35891.75,3,6,25-39
2283351,11,143,48,Male,2,65203.2,0,3,40-64
1460992,9,116,65,Male,2,54642.47,0,3,65+
8578196,6,83,38,Unknown,2,48615.98,6,9,25-39
9847730,32,390,80,Male,3,317264.67,4,7,65+
6305905,25,310,81,Female,2,155304.58000000002,6,9,65+
2255127,27,334,41,Female,2,85455.56,6,9,40-64
9463714,11,143,44,Female,4,322052.1,6,9,40-64
4507847,8,106,49,Female,2,44477.369999999995,6,9,40-64
3382771,4,58,35,Unknown,2,28956.75,6,9,25-39
8075683,6,75,43,Unknown,2,66231.47,2,5,40-64
4621128,6,74,50,Female,2,67142.08,5,8,40-64
4767998,7,90,24,Unknown,3,102304.2,3,6,25-39
9327681,15,183,46,Male,2,121450.61,1,4,40-64
2617114,15,182,37,Female,2,75020.44,4,7,25-39
4658564,6,80,77,Unknown,2,75161.88,6,9,65+
7475284,5,71,30,Unknown,2,50564.82,6,9,25-39
2863786,4,56,41,Unknown,2,48516.49,5,8,40-64
3018422,5,64,44,Male,2,348277.11,0,3,40-64
2955394,5,69,26,Unknown,2,47500.92999999999,6,9,25-39
877351,6,72,28,Unknown,2,32669.299999999996,6,9,25-39
1620626,6,73,27,Unknown,3,332646.07999999996,6,9,25-39
4283717,16,193,64,Female,2,74338.51999999999,5,8,40-64
3350689,9,119,49,Male,2,51959.42,1,4,40-64
2467879,21,262,59,Unknown,3,236706.73,2,5,40-64
451805,21,254,56,Male,2,329832.45,3,6,40-64
1450793,20,251,67,Female,2,50510.21,1,4,65+
1940847,19,238,43,Unknown,2,53477.45,0,3,40-64
546281,17,204,75,Female,3,34823.28,4,7,65+
6989654,4,59,25,Unknown,4,64772.39,6,9,25-39
147077,15,182,79,Male,2,106565.85,6,9,65+
3945005,15,184,49,Male,2,160072.69,5,8,40-64
507874,5,68,65,Female,2,352628.24,6,9,65+
1313690,7,94,47,Unknown,2,31963.659999999996,0,3,40-64
6482281,9,116,59,Female,2,193034.49,4,7,40-64
9312565,9,115,24,Male,2,38727.619999999995,4,7,25-39
7935784,6,77,61,Unknown,2,228548.92,6,9,40-64
1792329,6,72,28,Unknown,2,59638.42,6,9,25-39
2676477,28,339,89,Female,2,107794.59,0,5,65+
5322875,5,70,24,Female,2,49308.869999999995,1,5,25-39
3301541,4,52,52,Unknown,3,117293.28,6,9,40-64
5603661,8,99,28,Unknown,2,57583.189999999995,1,4,25-39
8345007,6,78,50,Unknown,2,140290.24,6,9,40-64
5308950,4,50,64,Unknown,2,203318.83,1,4,40-64
3754789,5,60,18,Unknown,2,35943.22,0,3,18-24
1304282,13,156,51,Female,3,38871.35,1,4,40-64
7443838,4,48,18,Unknown,2,33314.42,4,7,18-24
1941367,4,57,71,Unknown,2,56021.399999999994,3,6,65+
319800,7,94,59,Unknown,3,359471.45999999996,1,4,40-64
380729,18,218,39,Female,2,65022.49,3,6,40-64
6906507,22,275,19,Male,2,27645.93,4,7,18-24
6370233,12,152,50,Male,4,126315.35,5,8,40-64
3212797,5,67,39,Male,2,146735.74,6,9,40-64
691598,8,96,61,Unknown,2,68122.51999999999,6,9,40-64
8439727,12,154,34,Female,2,100173.1,1,4,25-39
343183,8,107,79,Male,2,36651.119999999995,1,4,65+
2831995,6,73,67,Unknown,2,58060.43,2,5,65+
3841545,11,143,62,Male,2,32803.49,1,4,40-64
4567471,6,82,31,Unknown,2,78202.92,0,3,25-39
4076076,15,190,40,Male,3,193683.52,2,5,40-64
1575010,10,120,64,Female,2,137327.12,6,9,40-64
8885642,7,86,56,Unknown,2,61300.91,3,6,40-64
4003311,6,82,47,Male,2,47345.14,2,5,40-64
3776656,15,183,62,Male,4,179254.71999999997,3,6,40-64
1287799,14,178,60,Female,2,57790.2,2,5,40-64
9460036,14,171,73,Male,2,103309.42,2,5,65+
3400860,5,71,22,Unknown,2,38540.45,3,6,18-24
6265388,7,94,42,Unknown,4,214896.6,5,8,40-64
7813768,22,271,59,Male,4,293808.67,4,7,40-64
3873870,21,257,56,Male,3,583908.26,4,7,40-64
7681302,21,254,34,Female,2,51068.22,1,4,25-39
254529,20,245,66,Male,2,611767.55,4,7,65+
4870812,19,238,41,Unknown,2,41712.17999999999,1,5,40-64
5705847,19,228,76,Female,2,40322.67999999999,0,3,65+
7380735,17,205,65,Male,3,535841.83,5,8,65+
942272,16,198,20,Male,2,28135.05,3,6,18-24
6280500,14,172,60,Male,2,42858.46,4,7,40-64
971861,14,171,62,Female,2,114575.06,3,6,40-64
1506175,6,81,21,Unknown,2,57441.17,6,9,18-24
1745746,6,83,60,Unknown,3,66550.34,6,9,40-64
3827341,9,116,57,Male,2,585949.63,2,5,40-64
6270802,10,130,32,Female,2,34609.42,3,6,25-39
2338296,6,72,26,Unknown,3,53522.899999999994,5,8,25-39
2155956,34,418,57,Male,3,187423.65,3,6,40-64
7910915,14,174,56,Male,2,166774.82,1,4,40-64
912673,6,75,26,Unknown,2,47450.63,6,9,25-39
1626394,13,166,50,Male,2,67545.73999999999,2,5,40-64
6616931,6,73,27,Male,2,45800.97,1,4,25-39
6848077,8,107,53,Male,2,30470.07,1,4,40-64
410327,9,108,57,Male,2,136960.69,4,7,40-64
3926907,16,194,69,Male,2,90247.35,3,6,65+
8420512,15,189,63,Female,2,65980.08,0,3,40-64
7306750,8,97,70,Unknown,2,41430.97,0,3,65+
3019656,7,94,58,Unknown,3,128097.74,6,9,40-64
8476755,15,181,46,Female,2,40080.1,5,8,40-64
3399896,13,165,56,Male,2,972945.83,0,3,40-64
4100859,6,81,40,Unknown,2,63405.35,6,9,40-64
7906921,8,103,54,Unknown,2,48409.28999999999,0,3,40-64
8249035,13,164,36,Male,2,40384.11,0,3,25-39
4440197,15,183,56,Female,2,34059.25,2,5,40-64
5187667,6,72,23,Female,2,26490.0,6,9,18-24
3866204,35,421,73,Female,2,406600.64,6,9,65+
7581565,29,359,64,Male,3,167862.95,6,9,40-64
3852108,8,99,44,Unknown,2,75718.20999999999,4,7,40-64
4666571,17,213,51,Unknown,2,34203.74,1,4,40-64
1455516,10,122,31,Female,2,101693.34,1,4,25-39
1982033,15,190,70,Female,2,48513.88,2,5,65+
8631879,4,49,27,Unknown,2,42941.71,6,9,25-39
6347963,7,84,66,Unknown,2,38989.09,0,4,65+
3125058,12,155,30,Female,3,183597.54,2,5,25-39
8232740,6,73,32,Unknown,2,31526.659999999996,0,3,25-39
4790875,10,122,61,Female,2,90700.8,6,9,40-64
9803469,10,122,39,Unknown,2,76052.19,0,3,40-64
2966302,15,184,33,Male,2,74504.85,3,6,25-39
184963,5,65,31,Unknown,2,149931.61,1,4,25-39
7455684,6,77,39,Unknown,2,74106.62,2,5,40-64
6340232,7,86,52,Unknown,3,656328.89,5,8,40-64
721450,7,95,54,Unknown,3,34973.399999999994,0,3,40-64
238672,7,89,54,Unknown,2,50964.02,4,7,40-64
8843458,22,271,44,Male,3,53110.0,6,9,40-64
1310333,22,268,71,Male,3,732583.86,4,7,65+
8174132,21,262,53,Female,2,29600.23,2,5,40-64
6125089,20,243,21,Male,2,50588.17,1,4,18-24
3132076,19,238,46,Male,2,110632.66,4,7,40-64
3067778,17,214,62,Female,2,36637.82,5,8,40-64
984330,17,209,46,Male,2,52039.28,1,4,40-64
6368153,5,71,59,Male,2,481497.05,6,9,40-64
5755063,13,161,31,Unknown,2,41331.94,1,4,25-39
3741674,5,70,26,Unknown,2,51319.38,4,7,25-39
8320528,15,190,53,Female,3,141672.38,5,8,40-64
8256871,12,144,39,Male,2,393833.24,5,8,40-64
1438559,6,83,37,Unknown,2,29017.089999999997,1,4,25-39
9090954,10,123,30,Male,3,122896.65,5,8,25-39
8372713,5,71,54,Unknown,2,44319.19,1,4,40-64
9893778,16,192,55,Male,2,29807.51,3,6,40-64
7165165,6,79,70,Unknown,2,438341.5,4,7,65+
7016246,13,156,67,Female,2,55428.84,3,6,65+
2443684,14,176,49,Female,2,158028.57,2,5,40-64
6642557,4,59,26,Unknown,2,32193.519999999997,4,7,25-39
7793895,14,175,40,Female,2,29547.22,1,4,40-64
4447990,4,59,25,Unknown,2,26355.26,0,3,25-39
9308200,10,129,28,Male,2,47149.24,6,9,25-39
3552309,5,71,30,Unknown,2,59285.63,2,5,25-39
4358124,16,192,60,Male,2,692386.79,6,9,40-64
9134207,5,70,26,Unknown,2,57246.119999999995,2,5,25-39
5565265,5,65,31,Female,2,38239.46,2,5,25-39
396393,5,71,35,Unknown,2,109281.27,3,6,25-39
7795561,9,119,50,Female,2,103316.92,1,4,40-64
2016166,6,76,30,Unknown,2,56278.77,6,9,25-39
2588535,8,102,64,Female,2,727790.1000000001,6,9,40-64
7954312,9,119,30,Male,3,108835.47,5,8,25-39
5801507,11,138,46,Male,2,24466.72,0,3,40-64
6297093,16,203,49,Female,2,93664.26,3,6,40-64
6224817,16,195,53,Male,4,809133.9,5,8,40-64
2429689,6,79,56,Unknown,2,33538.299999999996,2,5,40-64
76776,27,330,62,Male,2,56115.88,1,4,40-64
3646203,15,181,24,Male,3,54858.0,6,9,25-39
3975699,14,176,42,Female,2,86596.45,3,6,40-64
9398963,7,93,59,Unknown,3,77303.5,5,8,40-64
759780,33,402,79,Female,2,79776.34,3,6,65+
2301692,6,83,33,Unknown,2,46351.71,0,3,25-39
6046670,14,178,35,Male,2,41361.02,4,7,25-39
6904635,12,146,49,Male,3,168543.87,4,7,40-64
171597,6,83,63,Unknown,2,136947.61,1,4,40-64
2705941,14,168,51,Unknown,2,23943.81,1,4,40-64
2491574,5,70,18,Unknown,2,27082.96,4,7,18-24
8077479,13,166,55,Female,2,25622.85,2,5,40-64
9404688,15,186,40,Female,2,363912.87,6,9,40-64
5316693,12,145,35,Male,2,31232.35,1,4,25-39
6079441,4,57,43,Female,2,205138.33,2,5,40-64
7544723,8,103,54,Female,2,58074.84,2,5,40-64
524455,15,186,44,Female,2,95505.65,6,9,40-64
7077773,23,276,58,Female,3,565470.26,5,8,40-64
1909564,22,271,64,Female,3,342536.18,1,4,40-64
3534225,22,271,49,Male,4,872411.29,3,6,40-64
5575575,21,260,63,Female,2,40622.67999999999,4,7,40-64
2187229,27,328,62,Male,2,339036.38999999996,6,9,40-64
1346171,20,246,28,Female,4,159543.63,3,6,25-39
9386749,20,241,31,Female,2,55456.97,3,6,25-39
9184205,16,200,74,Male,3,331587.8,6,9,65+
268845,16,195,46,Male,3,327619.93,6,9,40-64
8549267,13,160,67,Male,2,92875.09,6,9,65+
3861052,15,191,52,Female,4,227759.18,6,9,40-64
2144251,15,187,46,Male,3,392820.43,6,9,40-64
2142490,27,331,59,Female,2,37143.39,2,5,40-64
7493759,8,97,49,Female,2,81821.98,2,5,40-64
4770755,5,68,69,Unknown,2,86219.51,6,9,65+
4530020,5,68,25,Unknown,2,42756.77,4,7,25-39
3477943,4,59,38,Unknown,3,231200.12,6,9,25-39
5709043,5,70,47,Unknown,2,30677.83,2,5,40-64
8381023,38,463,58,Female,2,59273.03,2,5,40-64
8030325,14,172,45,Male,2,40607.59,6,9,40-64
4021908,16,197,66,Male,2,419745.42,3,6,65+
9390306,12,150,71,Female,2,262183.86,0,3,65+
3703356,14,170,71,Female,2,52042.83,6,9,65+
3065744,14,178,29,Female,3,111005.05,3,6,25-39
7984382,4,59,48,Male,2,37479.17,1,4,40-64
3744135,10,121,35,Female,2,36936.649999999994,6,9,25-39
1808285,14,179,43,Female,2,77018.78,6,9,40-64
1680895,8,98,58,Unknown,2,284840.23,2,5,40-64
3175882,16,193,66,Female,2,137263.13,6,9,65+
1545233,9,118,36,Male,2,43707.11,2,5,25-39
3950523,8,98,43,Male,2,61592.9,2,5,40-64
9655912,4,58,61,Unknown,2,24922.58,4,7,40-64
8958176,13,159,35,Female,2,44317.25,6,9,25-39
4472483,9,116,27,Male,2,28879.87,4,7,25-39
3789788,30,370,44,Female,2,493971.16,2,6,40-64
9503398,14,171,54,Male,2,32182.909999999996,2,5,40-64
5346197,6,75,24,Female,3,46500.53999999999,1,5,25-39
9397699,6,73,36,Male,3,194082.8,6,9,25-39
5139141,26,321,36,Unknown,2,124057.48,0,3,25-39
2906027,28,336,51,Female,2,28806.4,0,3,40-64
2624345,14,178,66,Male,2,90414.01,2,5,65+
2814887,6,80,51,Unknown,2,177052.69,2,5,40-64
6075274,13,161,59,Female,3,55796.24,4,7,40-64
8438572,4,59,41,Unknown,3,117710.47,5,8,40-64
1110622,6,79,62,Male,2,307678.04,4,7,40-64
5531890,4,50,59,Unknown,2,212530.48,6,9,40-64
5005860,11,143,59,Female,2,45810.83,4,7,40-64
4063880,15,187,50,Female,2,86280.43,0,3,40-64
7051893,8,98,63,Female,2,35409.009999999995,0,3,40-64
7843655,25,301,46,Male,3,853036.67,2,5,40-64
3127374,22,275,48,Male,3,243311.13,6,9,40-64
4591361,27,335,75,Male,3,139319.69,6,9,65+
417113,22,267,27,Female,2,28643.69,0,3,25-39
156105,21,259,51,Unknown,3,343545.97,6,9,40-64
2797091,20,250,39,Male,2,30527.07,1,5,40-64
6749198,18,227,36,Female,2,205391.49,4,7,25-39
6015130,16,198,66,Female,2,60717.24,2,5,65+
4633944,13,166,63,Male,3,301327.37,5,8,40-64
5759958,9,114,52,Female,2,60033.439999999995,2,5,40-64
4966326,7,85,56,Unknown,2,64819.89,1,4,40-64
1070909,7,94,25,Unknown,2,79708.26999999999,3,6,25-39
6705487,14,169,60,Male,2,839867.13,4,7,40-64
647450,2,34,49,Unknown,2,30749.4,2,5,40-64
1825679,10,125,66,Male,2,101102.15,4,7,65+
1726059,13,157,31,Male,3,200246.4,1,4,25-39
9959121,4,59,39,Female,2,210466.61,5,8,40-64
115597,16,202,54,Male,2,24678.8,6,9,40-64
5579402,4,58,54,Unknown,2,36707.09,2,5,40-64
4109719,11,135,37,Female,2,57407.91,0,3,25-39
6052028,4,58,26,Unknown,2,27111.379999999997,1,4,25-39
2247954,25,300,62,Female,2,34157.5,6,9,40-64
4967237,6,74,23,Unknown,2,31571.24,6,9,18-24
1399753,14,179,39,Female,2,27110.98,0,3,40-64
2436306,13,166,29,Male,3,49665.99,4,7,25-39
2795565,23,286,56,Female,2,142943.47999999998,6,9,40-64
4238196,5,64,22,Unknown,2,26733.44,2,5,18-24
3011342,18,216,58,Female,2,42347.64,2,5,40-64
252085,14,179,76,Female,2,32022.479999999996,1,5,65+
4701868,26,322,52,Female,2,79313.29999999999,0,3,40-64
1116215,10,130,23,Male,3,52380.88,3,6,18-24
6121098,10,126,26,Male,3,51004.75,5,8,25-39
6490161,7,94,32,Unknown,2,37843.02,3,6,25-39
4902684,6,78,56,Unknown,2,44735.08,6,9,40-64
9265169,6,76,32,Unknown,2,43179.869999999995,6,9,25-39
9315987,6,75,29,Unknown,2,44476.89,0,4,25-39
4394027,13,156,61,Female,2,29900.0,3,6,40-64
1319306,14,173,67,Female,2,221466.29,5,8,65+
9914222,4,59,23,Unknown,2,49999.57,5,8,18-24
4857987,4,56,22,Unknown,3,41646.52,3,6,18-24
3994437,14,173,37,Male,2,119298.97,1,4,25-39
6180865,24,294,40,Male,3,79338.81,2,5,40-64
1652388,22,267,74,Male,3,1703706.51,6,9,65+
2473261,21,259,62,Male,2,29216.65,2,5,40-64
7962393,21,253,42,Female,3,312277.66,2,5,40-64
7839413,20,249,54,Female,2,23996.01,4,7,40-64
904409,17,211,73,Male,2,155277.24,1,4,65+
641775,17,204,68,Male,3,95528.69,4,8,65+
3434665,11,142,61,Unknown,2,140631.34999999998,2,5,40-64
8987516,13,165,52,Female,2,48364.81,1,4,40-64
1310756,5,66,20,Unknown,2,91362.47,6,9,18-24
9534366,5,60,49,Female,2,47212.11,0,3,40-64
2435836,9,114,39,Female,2,47920.35,6,9,40-64
4396066,8,106,55,Female,2,47745.97,6,9,40-64
5294788,8,106,73,Male,2,29698.24,1,4,65+
6463002,21,252,63,Female,2,154191.75,6,9,40-64
3119324,35,420,61,Male,4,1136895.09,6,9,40-64
4842952,7,85,22,Unknown,2,70892.1,2,5,18-24
456369,9,110,30,Male,2,30397.44,6,9,25-39
3973715,11,141,33,Male,2,55282.92999999999,3,6,25-39
473638,12,154,57,Female,2,401108.62,6,9,40-64
248347,12,154,46,Male,2,122187.32,2,5,40-64
2330172,9,118,30,Female,2,41470.619999999995,5,8,25-39
4443580,33,402,27,Female,2,26924.15,6,9,25-39
4285382,8,103,47,Unknown,2,47813.86,2,5,40-64
5008871,14,175,48,Female,2,29233.8,2,5,40-64
9208893,9,117,58,Male,2,88482.98999999999,1,4,40-64
6805250,16,192,70,Male,2,32092.24,1,4,65+
8538783,16,193,35,Male,2,74740.04999999999,5,8,25-39
4386154,5,71,34,Female,2,38788.47,2,5,25-39
7420364,12,155,38,Female,2,71628.23,1,4,25-39
6003283,12,146,57,Female,2,44776.38,3,6,40-64
237611,12,154,31,Female,2,30376.15,0,3,25-39
9396561,4,59,44,Unknown,2,105403.86,1,4,40-64
1085358,12,145,28,Female,2,57720.95,0,3,25-39
2772609,5,60,60,Unknown,2,50541.17999999999,0,3,40-64
888738,5,60,29,Unknown,3,73545.9,5,8,25-39
5386477,11,139,57,Male,2,171787.49,2,5,40-64
166154,15,189,63,Female,2,23837.06,2,5,40-64
7122130,16,197,65,Male,2,44162.14,0,3,65+
4386094,15,182,54,Female,3,41726.41,2,5,40-64
1523399,7,88,23,Unknown,2,29279.15,0,3,18-24
2730414,6,83,65,Unknown,2,45354.399999999994,0,3,65+
2517380,23,277,18,Female,2,48179.77,0,3,18-24
1654737,22,264,62,Female,2,53980.94,1,4,40-64
7723478,20,251,36,Male,2,66145.26,6,9,25-39
8561235,20,245,53,Male,2,46537.74,0,3,40-64
9093278,20,244,42,Male,2,52384.369999999995,5,8,40-64
5949513,19,229,39,Male,2,138002.2,6,9,40-64
1486850,18,225,46,Female,2,103399.36,4,7,40-64
6690524,18,216,51,Female,3,41647.259999999995,6,9,40-64
9043926,6,81,45,Unknown,2,49447.28999999999,6,9,40-64
219592,3,39,45,Unknown,2,25518.32,3,6,40-64
1163229,21,256,37,Female,3,366835.83,5,8,25-39
5600459,5,60,58,Male,3,233038.7,6,9,40-64
2961021,13,158,32,Male,2,30712.159999999996,0,3,25-39
9061845,7,84,60,Unknown,2,32501.979999999996,2,5,40-64
198857,14,169,36,Male,2,81154.4,2,5,25-39
9264904,5,70,60,Unknown,2,88512.29000000001,3,6,40-64
3174867,10,125,77,Male,2,118933.09,2,5,65+
4558622,6,72,23,Unknown,2,39955.92,2,5,18-24
5859808,13,164,34,Male,2,1378584.94,1,5,25-39
3992405,10,130,44,Female,3,39478.45,6,9,40-64
9038115,15,188,49,Male,2,44178.35,2,5,40-64
5847726,8,102,32,Unknown,2,44553.259999999995,3,6,25-39
2042144,5,69,22,Female,2,30072.289999999997,1,4,18-24
8321533,8,100,62,Unknown,2,258956.1,6,9,40-64
466526,5,67,59,Unknown,3,81863.11,4,7,40-64
8255545,14,169,31,Female,2,37678.85,4,7,25-39
4661343,7,94,57,Female,2,30208.53,0,4,40-64
2377937,6,72,48,Unknown,2,126687.47,2,5,40-64
6564837,6,73,60,Unknown,2,24823.699999999997,6,9,40-64
1365497,8,101,73,Unknown,3,774049.53,6,9,65+
2305252,15,181,60,Female,2,35703.85,4,7,40-64
7166916,5,70,79,Male,3,68945.87,4,7,65+
4765457,5,63,52,Female,2,67589.73999999999,2,5,40-64
2222918,14,179,51,Female,3,343178.74,6,9,40-64
8072602,6,72,64,Female,2,285547.73,1,5,40-64
4653270,4,59,23,Unknown,2,44129.31,2,5,18-24
887319,17,211,52,Male,2,498062.43,6,9,40-64
5935308,15,181,74,Male,2,33909.0,5,8,65+
367295,6,73,23,Unknown,3,107185.57,4,7,18-24
396876,15,191,31,Female,2,39698.55,1,4,25-39
262201,5,70,57,Unknown,2,46217.03,1,4,40-64
2920551,15,191,36,Male,2,51304.73,5,8,25-39
5663820,9,109,31,Female,2,30326.28,2,5,25-39
5021955,5,71,42,Unknown,2,51068.32,0,3,40-64
793199,6,82,24,Unknown,2,26958.15,1,4,25-39
2303377,10,129,28,Female,2,39089.78,4,7,25-39
8844053,6,73,54,Unknown,2,366646.49,6,9,40-64
5063195,6,72,36,Unknown,2,42186.03,6,9,25-39
7374417,25,306,48,Female,2,41497.1,1,4,40-64
4301708,22,264,49,Female,2,27650.53,2,5,40-64
5027650,18,227,79,Male,3,1103786.34,1,5,65+
9103754,5,66,60,Female,2,48848.149999999994,2,5,40-64
6578879,12,155,49,Female,2,107526.75,2,6,40-64
5858133,4,58,40,Unknown,2,37751.259999999995,2,5,40-64
3971315,7,84,23,Unknown,3,157393.02000000002,6,9,18-24
1510634,4,57,24,Unknown,3,47078.19,5,8,25-39
1769016,29,351,67,Female,2,396462.82,5,8,65+
3131568,14,178,20,Female,2,39515.77,5,8,18-24
2099148,7,95,23,Unknown,2,39122.1,2,5,18-24
4616340,10,123,62,Female,3,319030.17,6,9,40-64
8159854,28,336,67,Female,2,154298.77000000002,2,5,65+
1556389,14,174,48,Female,2,3702970.05,0,5,40-64
7029753,6,73,27,Unknown,2,29066.46,0,3,25-39
9234362,5,67,29,Unknown,2,253113.08,2,5,25-39
3731942,10,127,31,Male,2,58305.97,2,5,25-39
1557790,16,192,43,Female,2,53430.35,0,4,40-64
5573900,5,68,44,Unknown,2,39052.08,0,3,40-64
3526399,10,123,28,Male,2,40217.59,6,9,25-39
6216134,20,241,51,Female,2,25154.81,4,7,40-64
7106363,7,84,33,Unknown,5,136838.91999999998,4,7,25-39
6179063,4,58,62,Unknown,2,138751.97999999998,4,7,40-64
711862,27,330,62,Female,2,435285.49,0,3,40-64
6306786,14,178,52,Male,2,24761.01,1,4,40-64
6801376,9,108,34,Male,2,80226.6,0,3,25-39
342322,11,143,49,Male,2,43224.69,1,4,40-64
9431562,6,72,29,Unknown,2,28306.99,1,4,25-39
1532657,7,94,25,Unknown,2,44711.39,0,3,25-39
7380609,10,129,38,Male,2,308646.58999999997,6,9,25-39
9334478,4,59,25,Unknown,2,40711.46,3,6,25-39
7481982,5,71,31,Unknown,2,50742.399999999994,1,4,25-39
5420175,7,94,28,Unknown,2,67949.66,4,7,25-39
9702505,14,168,34,Male,2,136306.63,1,4,25-39
9314624,6,82,21,Unknown,2,41259.67999999999,6,9,18-24
9004347,13,159,45,Female,2,201421.29,6,9,40-64
2814458,12,155,30,Male,2,28866.25,6,9,25-39
1618071,6,83,24,Unknown,3,241683.67,4,7,25-39
7278519,12,153,20,Male,2,51738.52,2,6,18-24
1376404,13,160,52,Male,2,42555.61,0,3,40-64
1830465,11,135,59,Male,3,165526.24,5,8,40-64
1079786,14,179,57,Male,2,71604.65,5,8,40-64
5485112,21,253,59,Female,2,73603.64,1,4,40-64
9724943,19,229,36,Male,2,118286.35,1,4,25-39
3965562,18,223,64,Female,2,81366.03,1,4,40-64
7499638,17,214,53,Female,3,271331.44,2,5,40-64
7590476,17,210,44,Male,3,65987.48999999999,5,8,40-64
3720150,12,148,54,Female,2,64245.91,0,3,40-64
1717544,6,72,27,Unknown,2,53259.28,6,9,25-39
7360784,36,432,74,Female,2,378924.46,2,5,65+
3697179,8,96,64,Unknown,2,235164.71999999997,4,7,40-64
1425912,6,83,57,Male,2,309695.82,6,9,40-64
4907333,11,133,44,Female,2,26494.01,0,3,40-64
5470976,14,168,59,Female,2,232211.19,6,9,40-64
1252827,8,97,25,Unknown,2,29205.449999999997,0,3,25-39
3522031,7,84,41,Unknown,2,167102.06,2,5,40-64
4630890,6,72,39,Unknown,2,51609.08,3,6,40-64
9131748,11,143,48,Female,2,48987.83,6,9,40-64
8278203,5,66,56,Unknown,2,44388.07,4,7,40-64
6484438,15,190,75,Female,2,39351.99,4,7,65+
7377514,5,70,42,Male,2,81824.54999999999,1,4,40-64
8261002,8,97,68,Unknown,2,49891.85,6,9,65+
6829681,17,207,58,Female,2,32550.519999999997,6,9,40-64
5999097,15,181,40,Female,2,146388.7,6,9,40-64
1351566,7,84,45,Male,2,58976.71,5,8,40-64
4741517,11,143,56,Female,2,152892.64,2,6,40-64
422661,6,78,34,Unknown,2,33676.58,3,6,25-39
3408170,5,70,26,Unknown,2,51926.45,3,6,25-39
2915887,5,60,34,Unknown,2,74272.42,0,3,25-39
6807117,5,60,30,Unknown,4,100487.25,6,9,25-39
1660739,8,103,54,Unknown,2,92445.25,2,5,40-64
2799585,14,172,35,Female,2,91406.13,0,3,25-39
7706107,9,115,56,Female,2,46146.74,0,3,40-64
6802416,5,70,31,Unknown,2,51643.2,5,8,25-39
5113694,5,66,56,Unknown,2,38956.61,4,7,40-64
507610,5,66,57,Unknown,2,50177.84,4,7,40-64
5217742,14,174,57,Female,2,28487.31,5,8,40-64
3307527,28,341,51,Male,4,1260940.35,5,8,40-64
5334349,11,142,60,Male,2,33134.159999999996,2,5,40-64
8789341,4,59,39,Unknown,2,41181.56,6,9,40-64
1958136,17,215,69,Male,2,119208.68,5,8,65+
3523662,5,68,54,Unknown,2,25054.08,0,3,40-64
7530875,3,44,27,Unknown,2,26065.92,3,6,25-39
2845107,7,90,47,Unknown,2,63220.71,1,5,40-64
1761788,27,325,53,Female,2,52029.84,1,4,40-64
2309367,22,273,48,Male,4,420726.35,6,9,40-64
302083,21,263,55,Male,3,184810.58,4,7,40-64
8221841,21,253,51,Female,4,295464.51999999996,4,7,40-64
6069204,20,240,54,Unknown,2,40943.95,1,4,40-64
6828388,19,238,51,Female,2,152380.2,1,4,40-64
9204823,13,164,32,Female,3,93459.22,6,9,25-39
4753030,10,128,60,Male,2,353114.68,2,5,40-64
8362231,5,70,56,Unknown,3,47703.31,1,4,40-64
5550810,11,142,42,Female,2,106313.64,1,4,40-64
7677343,13,162,29,Unknown,2,42790.72,2,5,25-39
8231864,10,131,70,Female,2,69451.47,4,7,65+
7886659,5,66,49,Unknown,2,128934.48,2,5,40-64
8777123,4,58,31,Unknown,3,121707.47,5,8,25-39
1127966,13,157,37,Female,2,30587.18,5,8,25-39
4906659,4,59,29,Unknown,2,51395.19,6,9,25-39
775176,12,154,51,Female,2,269227.29,1,4,40-64
3370908,12,152,60,Male,2,278152.15,5,8,40-64
6752370,38,464,22,Male,2,56574.43,2,5,18-24
8125631,28,347,64,Female,2,35880.09,1,4,40-64
1444292,8,101,49,Male,2,24902.69,0,3,40-64
7247905,8,96,35,Female,3,41371.06,5,8,25-39
3676703,12,150,24,Male,2,83864.67,4,7,25-39
6430285,35,421,71,Female,2,139357.84,2,5,65+
7069603,11,138,58,Female,2,40412.67,3,6,40-64
6951699,5,65,47,Female,2,38968.14,0,3,40-64
820937,11,136,55,Male,4,136566.95,6,9,40-64
2518624,5,71,45,Male,3,487106.91,3,6,40-64
5400115,8,97,37,Unknown,2,35254.39,2,5,25-39
6344380,7,84,25,Unknown,2,36501.78,6,9,25-39
2171729,16,197,39,Male,2,144723.99,3,6,40-64
2729240,15,181,40,Male,2,125347.58,3,6,40-64
7301686,6,74,38,Female,2,58571.16,3,6,25-39
2522435,6,83,45,Female,3,152318.9,6,9,40-64
3780314,5,65,65,Male,2,191648.1,6,9,65+
6454946,15,181,72,Male,2,125906.37,5,8,65+
7838013,9,118,49,Male,2,110667.25,3,6,40-64
7184289,7,93,65,Unknown,2,82926.06,6,9,65+
5388818,14,168,57,Male,2,133589.49,1,4,40-64
7985210,27,332,84,Female,3,354815.5,5,9,65+
1316640,7,95,56,Female,2,221740.32,0,3,40-64
6284860,8,96,46,Unknown,2,74755.11,5,8,40-64
428698,5,66,37,Male,2,51758.32,0,3,25-39
3602878,4,58,41,Unknown,2,56624.73,5,8,40-64
568021,15,184,51,Female,2,206243.3,5,8,40-64
